ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q1504386,Cabinet of Moltke I,,,1848-03-22,11,,,1848-11-15,11,,,,,,,Q1992631,Cabinet of Moltke II
,Q1992631,Cabinet of Moltke II,,,1848-11-16,11,,,1851-07-13,11,,,,,Q1504386,Cabinet of Moltke I,Q1985508,Cabinet of Moltke III
,Q1985508,Cabinet of Moltke III,,,1851-07-13,11,,,1851-10-18,11,,,,,Q1992631,Cabinet of Moltke II,Q1985499,Cabinet of Moltke IV
,Q1985499,Cabinet of Moltke IV,,,1851-10-18,11,,,1852-01-27,11,,,Q3431873,Cabinet of Bluhme I,Q1985508,Cabinet of Moltke III,Q3431873,Cabinet of Bluhme I
,Q3431873,Cabinet of Bluhme I,,,1852-01-27,11,,,1853-04-21,11,Q1985499,Cabinet of Moltke IV,Q3432948,Cabinet of Ørsted,Q1985499,Cabinet of Moltke IV,Q3432948,Cabinet of Ørsted
,Q3432948,Cabinet of Ørsted,,,1853-04-21,11,,,1854-12-12,11,Q3431873,Cabinet of Bluhme I,Q3432268,Cabinet of Bang,Q3431873,Cabinet of Bluhme I,Q3432268,Cabinet of Bang
,Q3432268,Cabinet of Bang,,,1854-12-12,11,,,1856-10-18,11,Q3432948,Cabinet of Ørsted,Q3432564,Cabinet of Andræ,Q3432948,Cabinet of Ørsted,Q3432564,Cabinet of Andræ
,Q3432564,Cabinet of Andræ,,,1856-10-18,11,,,1857-05-13,11,Q3432268,Cabinet of Bang,Q3432320,Cabinet of Hall I,Q3432268,Cabinet of Bang,Q3432320,Cabinet of Hall I
,Q3432320,Cabinet of Hall I,,,1857-05-13,11,,,1859-12-02,11,Q3432564,Cabinet of Andræ,Q3432099,Cabinet of Rotwitt,Q3432564,Cabinet of Andræ,Q3432099,Cabinet of Rotwitt
,Q3432099,Cabinet of Rotwitt,,,1859-12-02,11,,,1860-02-24,11,Q3432320,Cabinet of Hall I,Q3431493,Cabinet of Hall II,Q3432320,Cabinet of Hall I,Q3431493,Cabinet of Hall II
,Q3431493,Cabinet of Hall II,,,1860-02-24,11,,,1863-12-31,11,Q3432099,Cabinet of Rotwitt,Q323754,Cabinet of Monrad,Q3432099,Cabinet of Rotwitt,Q323754,Cabinet of Monrad
,Q323754,Cabinet of Monrad,,,1863-12-31,11,,,1864-07-11,11,Q3431493,Cabinet of Hall II,Q3431497,Cabinet of Bluhme II,Q3431493,Cabinet of Hall II,Q3431497,Cabinet of Bluhme II
,Q3431497,Cabinet of Bluhme II,,,1864-07-11,11,,,1865-11-06,11,Q323754,Cabinet of Monrad,Q3430797,Cabinet of Frijs,Q323754,Cabinet of Monrad,Q3430797,Cabinet of Frijs
,Q3430797,Cabinet of Frijs,,,1865-11-06,11,,,1870-05-28,11,Q3431497,Cabinet of Bluhme II,Q3430769,Cabinet of Holstein-Holsteinborg,Q3431497,Cabinet of Bluhme II,Q3430769,Cabinet of Holstein-Holsteinborg
,Q3430769,Cabinet of Holstein-Holsteinborg,,,1870-05-28,11,,,1874-07-14,11,Q3430797,Cabinet of Frijs,Q3430781,Cabinet of Fonnesbech,Q3430797,Cabinet of Frijs,Q3430781,Cabinet of Fonnesbech
,Q3430781,Cabinet of Fonnesbech,,,1874-07-14,11,,,1875-06-11,11,Q3430769,Cabinet of Holstein-Holsteinborg,Q3431586,Cabinet of Estrup,Q3430769,Cabinet of Holstein-Holsteinborg,Q3431586,Cabinet of Estrup
,Q3431586,Cabinet of Estrup,,,1875-06-11,11,,,1894-08-07,11,Q3430781,Cabinet of Fonnesbech,Q3431332,Cabinet of Reedtz-Thott,Q3430781,Cabinet of Fonnesbech,Q3431332,Cabinet of Reedtz-Thott
,Q3431332,Cabinet of Reedtz-Thott,,,1894-08-07,11,,,1897-05-23,11,Q3431586,Cabinet of Estrup,Q3364668,Cabinet of Hørring,Q3431586,Cabinet of Estrup,Q3364668,Cabinet of Hørring
,Q3364668,Cabinet of Hørring,1897-05-23,11,1897-05-23,11,1900-04-27,11,1900-04-27,11,Q3431332,Cabinet of Reedtz-Thott,Q3430576,Cabinet of Sehested,Q3431332,Cabinet of Reedtz-Thott,Q3430576,Cabinet of Sehested
,Q3430576,Cabinet of Sehested,1900-04-27,11,1900-04-27,11,1901-07-24,11,1901-07-24,11,Q3364668,Cabinet of Hørring,,,Q3364668,Cabinet of Hørring,Q3430325,Cabinet of Deuntzer
,Q3430325,Cabinet of Deuntzer,,,1901-07-24,11,,,1905-01-14,11,,,,,Q3430576,Cabinet of Sehested,Q97616170,Cabinet of Christensen l
,Q97616170,Cabinet of Christensen l,,,1905-01-14,11,,,1908-07-24,11,,,,,Q3430325,Cabinet of Deuntzer,Q11997385,Cabinet of J.C. Christensen II
,Q11997385,Cabinet of J.C. Christensen II,,,1908-07-24,11,,,1908-10-12,11,,,,,Q97616170,Cabinet of Christensen l,Q11997387,Cabinet of Neergaard I
,Q11997387,Cabinet of Neergaard I,,,1908-10-12,11,,,1909-08-16,11,,,,,Q11997385,Cabinet of J.C. Christensen II,Q11997379,Cabinet of Holstein-Ledreborg
,Q11997379,Cabinet of Holstein-Ledreborg,,,1909-08-16,11,,,1909-10-28,11,,,,,Q11997387,Cabinet of Neergaard I,Q11997394,Cabinet of Zahle I
,Q11997394,Cabinet of Zahle I,,,1909-10-28,11,,,1910-07-05,11,,,,,Q11997379,Cabinet of Holstein-Ledreborg,Q11997384,Cabinet of Klaus Berntsen
,Q11997384,Cabinet of Klaus Berntsen,,,1910-07-05,11,,,1913-06-21,11,,,,,Q11997394,Cabinet of Zahle I,Q11997396,Cabinet of Zahle II
,Q11997396,Cabinet of Zahle II,,,1913-06-21,11,,,1920-03-30,11,,,,,Q11997384,Cabinet of Klaus Berntsen,Q11997388,Cabinet of Otto Liebe
,Q11997388,Cabinet of Otto Liebe,,,1920-03-30,11,,,1920-04-05,11,,,Q11997382,Cabinet of M.P. Friis,Q11997396,Cabinet of Zahle II,Q11997382,Cabinet of M.P. Friis
,Q11997382,Cabinet of M.P. Friis,,,1920-04-05,11,,,1920-05-05,11,Q11997388,Cabinet of Otto Liebe,Q11997386,Cabinet of Neergaard II,Q11997388,Cabinet of Otto Liebe,Q11997386,Cabinet of Neergaard II
,Q11997386,Cabinet of Neergaard II,,,1920-05-05,11,,,1922-10-09,11,Q11997382,Cabinet of M.P. Friis,Q11997391,Cabinet of Neergaard III,Q11997382,Cabinet of M.P. Friis,Q11997391,Cabinet of Neergaard III
,Q11997391,Cabinet of Neergaard III,,,1922-10-09,11,,,1924-04-23,11,Q11997386,Cabinet of Neergaard II,Q11997390,Cabinet of Thorvald Stauning I,Q11997386,Cabinet of Neergaard II,Q11997390,Cabinet of Thorvald Stauning I
,Q11997390,Cabinet of Thorvald Stauning I,,,1924-04-23,11,,,1926-12-14,11,Q11997391,Cabinet of Neergaard III,Q11997383,Cabinet of Madsen-Mygdal,Q11997391,Cabinet of Neergaard III,Q11997383,Cabinet of Madsen-Mygdal
,Q11997383,Cabinet of Madsen-Mygdal,,,1926-12-14,11,,,1929-04-30,11,Q11997390,Cabinet of Thorvald Stauning I,Q11997392,Cabinet of Thorvald Stauning II,Q11997390,Cabinet of Thorvald Stauning I,Q11997392,Cabinet of Thorvald Stauning II
,Q11997392,Cabinet of Thorvald Stauning II,,,1929-04-30,11,,,1935-11-04,11,Q11997383,Cabinet of Madsen-Mygdal,Q12333092,Cabinet of Thorvald Stauning III,Q11997383,Cabinet of Madsen-Mygdal,Q12333092,Cabinet of Thorvald Stauning III
,Q12333092,Cabinet of Thorvald Stauning III,,,1935-11-04,11,,,1939-09-15,11,Q11997392,Cabinet of Thorvald Stauning II,Q11997393,Cabinet of Thorvald Stauning IV,Q11997392,Cabinet of Thorvald Stauning II,Q11997393,Cabinet of Thorvald Stauning IV
,Q11997393,Cabinet of Thorvald Stauning IV,,,1939-09-15,11,,,1940-04-10,11,Q12333092,Cabinet of Thorvald Stauning III,Q12525583,Cabinet of Thorvald Stauning V,Q12333092,Cabinet of Thorvald Stauning III,Q12525583,Cabinet of Thorvald Stauning V
,Q12525583,Cabinet of Thorvald Stauning V,,,1940-04-10,11,,,1940-07-08,11,Q11997393,Cabinet of Thorvald Stauning IV,Q12333093,Cabinet of Thorvald Stauning VI,Q11997393,Cabinet of Thorvald Stauning IV,Q12333093,Cabinet of Thorvald Stauning VI
,Q12333093,Cabinet of Thorvald Stauning VI,,,1940-07-08,11,,,1942-05-04,11,Q12525583,Cabinet of Thorvald Stauning V,Q11997395,Cabinet of Vilhelm Buhl I,Q12525583,Cabinet of Thorvald Stauning V,Q11997395,Cabinet of Vilhelm Buhl I
,Q11997395,Cabinet of Vilhelm Buhl I,,,1942-05-04,11,,,1942-11-09,11,Q12333093,Cabinet of Thorvald Stauning VI,Q11997389,Cabinet of Scavenius,Q12333093,Cabinet of Thorvald Stauning VI,Q11997389,Cabinet of Scavenius
,Q11997389,Cabinet of Scavenius,,,1942-11-09,11,,,1945-05-05,11,Q11997395,Cabinet of Vilhelm Buhl I,Q3429073,Cabinet of Vilhelm Buhl II,Q11997395,Cabinet of Vilhelm Buhl I,Q3429073,Cabinet of Vilhelm Buhl II
,Q3429073,Cabinet of Vilhelm Buhl II,,,1945-05-05,11,,,1945-11-07,11,Q11997389,Cabinet of Scavenius,Q3429025,Cabinet of Knud Kristensen,Q11997389,Cabinet of Scavenius,Q3429025,Cabinet of Knud Kristensen
,Q3429025,Cabinet of Knud Kristensen,,,1945-11-07,11,,,1947-11-13,11,Q3429073,Cabinet of Vilhelm Buhl II,Q12333090,Cabinet of Hans Hedtoft I,Q3429073,Cabinet of Vilhelm Buhl II,Q12333090,Cabinet of Hans Hedtoft I
,Q12333090,Cabinet of Hans Hedtoft I,,,1947-11-13,11,,,1950-10-30,11,Q3429025,Cabinet of Knud Kristensen,,,Q3429025,Cabinet of Knud Kristensen,Q3429546,Cabinet of Hans Hedtoft II
,Q3429546,Cabinet of Hans Hedtoft II,,,1950-09-16,11,,,1950-10-30,11,,,,,Q12333090,Cabinet of Hans Hedtoft I,Q3429649,Cabinet of Erik Eriksen
,Q3429649,Cabinet of Erik Eriksen,,,1950-10-30,11,,,1953-09-30,11,,,,,Q3429546,Cabinet of Hans Hedtoft II,Q90229318,Cabinet of Hans Hedtoft III
,Q90229318,Cabinet of Hans Hedtoft III,,,1953-09-30,11,,,1955-02-01,11,,,,,Q3429649,Cabinet of Erik Eriksen,Q3429191,Cabinet of H. C. Hansen I
,Q3429191,Cabinet of H. C. Hansen I,,,1955-02-01,11,,,1957-05-28,11,,,,,Q90229318,Cabinet of Hans Hedtoft III,Q3429590,Cabinet of H. C. Hansen II
,Q3429590,Cabinet of H. C. Hansen II,,,1957-05-28,11,,,1960-02-21,11,,,,,Q3429191,Cabinet of H. C. Hansen I,Q3432583,Cabinet of Viggo Kampmann I
,Q3432583,Cabinet of Viggo Kampmann I,,,1960-02-21,11,,,1960-11-18,11,,,Q3432533,Cabinet of Viggo Kampmann II,Q3429590,Cabinet of H. C. Hansen II,Q3432533,Cabinet of Viggo Kampmann II
,Q3432533,Cabinet of Viggo Kampmann II,,,1960-11-18,11,,,1962-09-03,11,Q3432583,Cabinet of Viggo Kampmann I,Q3429551,Cabinet of Jens Otto Krag I,Q3432583,Cabinet of Viggo Kampmann I,Q3429551,Cabinet of Jens Otto Krag I
,Q3429551,Cabinet of Jens Otto Krag I,,,1962-09-03,11,,,1964-09-26,11,Q3432533,Cabinet of Viggo Kampmann II,Q3429154,Cabinet of Jens Otto Krag II,Q3432533,Cabinet of Viggo Kampmann II,Q3429154,Cabinet of Jens Otto Krag II
,Q3429154,Cabinet of Jens Otto Krag II,,,1964-09-26,11,,,1968-02-02,11,Q3429551,Cabinet of Jens Otto Krag I,Q3429211,Cabinet of Hilmar Baunsgaard,Q3429551,Cabinet of Jens Otto Krag I,Q3429211,Cabinet of Hilmar Baunsgaard
,Q3429211,Cabinet of Hilmar Baunsgaard,,,1968-02-02,11,,,1971-10-11,11,Q3429154,Cabinet of Jens Otto Krag II,Q3429201,Cabinet of Jens Otto Krag III,Q3429154,Cabinet of Jens Otto Krag II,Q3429201,Cabinet of Jens Otto Krag III
,Q3429201,Cabinet of Jens Otto Krag III,,,1971-10-11,11,,,1972-10-05,11,Q3429211,Cabinet of Hilmar Baunsgaard,Q3429130,Cabinet of Anker Jørgensen I,Q3429211,Cabinet of Hilmar Baunsgaard,Q3429130,Cabinet of Anker Jørgensen I
,Q3429130,Cabinet of Anker Jørgensen I,,,1972-10-05,11,,,1973-12-06,11,Q3429201,Cabinet of Jens Otto Krag III,Q3429305,Cabinet of Poul Hartling,Q3429201,Cabinet of Jens Otto Krag III,Q3429305,Cabinet of Poul Hartling
,Q3429305,Cabinet of Poul Hartling,,,1973-12-19,11,,,1975-01-29,11,Q3429130,Cabinet of Anker Jørgensen I,Q3429563,Cabinet of Anker Jørgensen II,Q3429130,Cabinet of Anker Jørgensen I,Q3429563,Cabinet of Anker Jørgensen II
,Q3429563,Cabinet of Anker Jørgensen II,,,1975-02-13,11,,,1978-08-30,11,Q3429305,Cabinet of Poul Hartling,Q3429620,Cabinet of Anker Jørgensen III,Q3429305,Cabinet of Poul Hartling,Q3429620,Cabinet of Anker Jørgensen III
,Q3429620,Cabinet of Anker Jørgensen III,,,1978-08-30,11,,,1979-10-26,11,Q3429563,Cabinet of Anker Jørgensen II,Q3364419,Cabinet of Anker Jørgensen IV,Q3429563,Cabinet of Anker Jørgensen II,Q3364419,Cabinet of Anker Jørgensen IV
,Q3364419,Cabinet of Anker Jørgensen IV,,,1979-10-26,11,,,1981-12-30,11,Q3429620,Cabinet of Anker Jørgensen III,Q3364432,Cabinet of Anker Jørgensen V,Q3429620,Cabinet of Anker Jørgensen III,Q3364432,Cabinet of Anker Jørgensen V
,Q3364432,Cabinet of Anker Jørgensen V,,,1981-12-30,11,,,1982-09-10,11,Q3364419,Cabinet of Anker Jørgensen IV,Q3364244,Cabinet of Poul Schlüter I,Q3364419,Cabinet of Anker Jørgensen IV,Q3364244,Cabinet of Poul Schlüter I
,Q3364244,Cabinet of Poul Schlüter I,,,1982-09-10,11,,,1987-09-10,11,Q3364432,Cabinet of Anker Jørgensen V,Q597929,Cabinet of Poul Schlüter II,Q3364432,Cabinet of Anker Jørgensen V,Q597929,Cabinet of Poul Schlüter II
,Q597929,Cabinet of Poul Schlüter II,,,1987-09-10,11,,,1988-06-03,11,Q3364244,Cabinet of Poul Schlüter I,Q2932352,Cabinet of Poul Schlüter III,Q3364244,Cabinet of Poul Schlüter I,Q2932352,Cabinet of Poul Schlüter III
,Q2932352,Cabinet of Poul Schlüter III,,,1988-06-03,11,,,1990-12-18,11,Q597929,Cabinet of Poul Schlüter II,Q2932354,Cabinet of Poul Schlüter IV,Q597929,Cabinet of Poul Schlüter II,Q2932354,Cabinet of Poul Schlüter IV
,Q2932354,Cabinet of Poul Schlüter IV,,,1990-12-18,11,,,1993-01-25,11,Q2932352,Cabinet of Poul Schlüter III,Q2066841,Cabinet of Poul Nyrup Rasmussen I,Q2932352,Cabinet of Poul Schlüter III,Q2066841,Cabinet of Poul Nyrup Rasmussen I
,Q2066841,Cabinet of Poul Nyrup Rasmussen I,1993-01-25,11,1993-01-25,11,1994-09-27,11,1994-09-27,11,Q2932354,Cabinet of Poul Schlüter IV,Q2066766,Cabinet of Poul Nyrup Rasmussen II,Q2932354,Cabinet of Poul Schlüter IV,Q2066766,Cabinet of Poul Nyrup Rasmussen II
,Q2066766,Cabinet of Poul Nyrup Rasmussen II,1994-09-27,11,1994-09-27,11,1996-12-30,11,1996-12-30,11,Q2066841,Cabinet of Poul Nyrup Rasmussen I,Q2066783,Cabinet of Poul Nyrup Rasmussen III,Q2066841,Cabinet of Poul Nyrup Rasmussen I,Q2066783,Cabinet of Poul Nyrup Rasmussen III
,Q2066783,Cabinet of Poul Nyrup Rasmussen III,1996-12-30,11,1996-12-30,11,1998-03-23,11,1998-03-23,11,Q2066766,Cabinet of Poul Nyrup Rasmussen II,Q2063835,Cabinet of Poul Nyrup Rasmussen IV,Q2066766,Cabinet of Poul Nyrup Rasmussen II,Q2063835,Cabinet of Poul Nyrup Rasmussen IV
,Q2063835,Cabinet of Poul Nyrup Rasmussen IV,1998-03-23,11,1998-03-23,11,2001-11-27,11,2001-11-27,11,Q2066783,Cabinet of Poul Nyrup Rasmussen III,Q1549269,Cabinet of Anders Fogh Rasmussen I,Q2066783,Cabinet of Poul Nyrup Rasmussen III,Q1549269,Cabinet of Anders Fogh Rasmussen I
,Q1549269,Cabinet of Anders Fogh Rasmussen I,2001-11-27,11,2001-11-27,11,2005-02-18,11,2005-02-18,11,Q2063835,Cabinet of Poul Nyrup Rasmussen IV,Q2137611,Cabinet of Anders Fogh Rasmussen II,Q2063835,Cabinet of Poul Nyrup Rasmussen IV,Q2137611,Cabinet of Anders Fogh Rasmussen II
,Q2137611,Cabinet of Anders Fogh Rasmussen II,2005-02-18,11,2005-02-18,11,2007-11-23,11,2007-11-23,11,Q1549269,Cabinet of Anders Fogh Rasmussen I,Q1890260,Cabinet of Anders Fogh Rasmussen III,Q1549269,Cabinet of Anders Fogh Rasmussen I,Q1890260,Cabinet of Anders Fogh Rasmussen III
,Q1890260,Cabinet of Anders Fogh Rasmussen III,2007-11-23,11,2007-11-23,11,2009-04-05,11,2009-04-05,11,Q2137611,Cabinet of Anders Fogh Rasmussen II,Q1485892,Cabinet of Lars Løkke Rasmussen I,Q2137611,Cabinet of Anders Fogh Rasmussen II,Q1485892,Cabinet of Lars Løkke Rasmussen I
,Q1485892,Cabinet of Lars Løkke Rasmussen I,2009-01-01,9,2009-04-05,11,2011-01-01,9,2011-10-03,11,Q1890260,Cabinet of Anders Fogh Rasmussen III,Q283704,Cabinet of Helle Thorning-Schmidt,Q1890260,Cabinet of Anders Fogh Rasmussen III,Q283704,Cabinet of Helle Thorning-Schmidt
,Q283704,Cabinet of Helle Thorning-Schmidt,2011-10-03,11,2011-10-03,11,2014-02-03,11,2014-02-03,11,Q1485892,Cabinet of Lars Løkke Rasmussen I,Q15707210,Cabinet of Helle Thorning-Schmidt II,Q1485892,Cabinet of Lars Løkke Rasmussen I,Q15707210,Cabinet of Helle Thorning-Schmidt II
,Q15707210,Cabinet of Helle Thorning-Schmidt II,2014-02-03,11,2014-02-03,11,2015-06-28,11,2015-06-28,11,Q283704,Cabinet of Helle Thorning-Schmidt,Q20451905,Cabinet of Lars Løkke Rasmussen II,Q283704,Cabinet of Helle Thorning-Schmidt,Q20451905,Cabinet of Lars Løkke Rasmussen II
,Q20451905,Cabinet of Lars Løkke Rasmussen II,2015-06-28,11,2015-06-28,11,2016-11-28,11,2016-11-28,11,Q15707210,Cabinet of Helle Thorning-Schmidt II,Q27924454,Cabinet of Lars Løkke Rasmussen III,Q15707210,Cabinet of Helle Thorning-Schmidt II,Q27924454,Cabinet of Lars Løkke Rasmussen III
,Q27924454,Cabinet of Lars Løkke Rasmussen III,2016-11-28,11,2016-11-28,11,2019-06-27,11,,,Q20451905,Cabinet of Lars Løkke Rasmussen II,Q64831553,Frederiksen Cabinet,Q20451905,Cabinet of Lars Løkke Rasmussen II,,
,Q64831553,Frederiksen Cabinet,2019-06-27,11,2019-06-27,11,,,,,Q27924454,Cabinet of Lars Løkke Rasmussen III,,,Q27924454,Cabinet of Lars Løkke Rasmussen III,,
